drug_name,medical_condition,activity,rx_otc,pregnancy_category,alcohol
uro-MP,Urinary tract infection,0,Rx,C ,X
urogesic Blue,Urinary tract infection,0,Rx,C ,X
Usterll,Urinary tract infection,0,Rx,C ,X
Uta,Urinary tract infection,0,Rx,C ,X
Utira-C,Urinary tract infection,0,Rx,C ,X
zinacef,Urinary tract infection,0,Rx,B,N
amikin,Urinary tract infection,0,Rx,D,N
amikin pediatric,Urinary tract infection,0,Rx,D,N
ceftazidime,Urinary tract infection,0,Rx,B ,N
avycaz,Urinary tract infection,0,Rx,B ,N
Azactam,Urinary tract infection,0,Rx,B ,N
aztreonam,Urinary tract infection,0,Rx,B ,N
azuphen MB,Urinary tract infection,0,Rx,C ,X
cefaclor,Urinary tract infection,0,Rx,B ,N
cefotan,Urinary tract infection,0,Rx,B ,X
cefotetan,Urinary tract infection,0,Rx,B ,X
cefoxitin,Urinary tract infection,0,Rx,B ,N
ceftolozane/tazobactam,Urinary tract infection,0,Rx,B ,N
claforan,Urinary tract infection,0,Rx,B ,N
fortaz,Urinary tract infection,0,Rx,B ,N
hyolev MB,Urinary tract infection,0,Rx,C ,X
hyoscyamine,Urinary tract infection,0,Rx,C ,X
lithostat,Urinary tract infection,0,Rx,X,N
phosphasal,Urinary tract infection,0,Rx,C ,X
piperacillin,Urinary tract infection,0,Rx,B ,N
primaxin IV,Urinary tract infection,0,Rx,C ,N
primsol,Urinary tract infection,0,Rx,C ,N
Tazicef,Urinary tract infection,0,Rx,B ,N
Utetron DS,Urinary tract infection,0,Rx,C ,X
Urimar-T,Urinary tract infection,0,Rx,C ,X
urin D/S,Urinary tract infection,0,Rx,C ,X
UrNeva,Urinary tract infection,0,Rx,C ,X
Uro-458,Urinary tract infection,0,Rx,C ,X
Uro-SP,Urinary tract infection,0,Rx,C ,X
UroAv-81,Urinary tract infection,0,Rx,C,X
UroAv-B,Urinary tract infection,0,Rx,C ,X
UTICAP,Urinary tract infection,0,Rx,C ,X
Utrona-C,Urinary tract infection,0,Rx,C ,X
Vilamit MB,Urinary tract infection,0,Rx,C ,X
Vilevev MB,Urinary tract infection,0,Rx,C ,X
Zerbaxa,Urinary tract infection,0,Rx,B ,N
GamaSTAN S/D,Hepatitis A,0,Rx,C ,N
immune globulin intramuscular,Hepatitis A,0,Rx,C ,N
artemether/lumefantrine,Malaria,0,Rx,C ,N
coartem,Malaria,0,Rx,C ,N
hydroxychloroquine,Malaria,0,Rx,N,N
chloroquine,Malaria,0,Rx,N,N
doxycycline,Malaria,0,Rx,D,X
mefloquine ,Malaria,0,Rx,B ,N
malarone,Malaria,0,Rx,C ,N
plaquenil,Malaria,0,Rx,N,N
atovaquone/proguanil,Malaria,0,Rx,C,N
clindamycin,Malaria,0,Rx,B ,N
vibramycin,Malaria,0,Rx,D,X
Doxy 100,Malaria,0,Rx,D,X
primaquine ma,Malaria,0,Rx,N,N
atovaquone,Malaria,0,Rx,C ,N
Doryx,Malaria,0,Rx,D,X
monodox,Malaria,0,Rx,D,X
morgidox,Malaria,0,Rx,D,X
oraxyl,Malaria,0,Rx,D,X
doryx MPC,Malaria,0,Rx,D,X
cleocin,Malaria,0,Rx,B ,N
Cleocin pediatric,Malaria,0,Rx,B ,N
cleocin phosphate,Malaria,0,Rx,B ,N
quinidine,Malaria,0,Rx,C ,N
cleocin HCI,Malaria,0,Rx,B ,N
malarone pediatric,Malaria,0,Rx,C ,N
mepron,Malaria,0,Rx,C ,N
pantoprazol,Peptic ulcer,1,Rx,B ,N
protonix,Peptic ulcer,0,Rx,B ,N
famotidine,Peptic ulcer,0,Rx/OTC,B ,N
pepcid,Peptic ulcer,0,Rx,B ,N
glycopyrrolate,Peptic ulcer,0,Rx,B ,X
clidinium ,Peptic ulcer,0,Rx,D,X
librax,Peptic ulcer,0,Rx,D,X
pepcid AC,Peptic ulcer,0,OTC,B ,N
heartburn relief,Peptic ulcer,0,OTC,B ,N
acid controller maximum strength,Peptic ulcer,0,OTC,B ,N
acid controller original strength,Peptic ulcer,0,OTC,B ,N
pepcid AC chewable tablets,Peptic ulcer,0,OTC,B ,N
pepcid Oral suspension,Peptic ulcer,0,Rx,B ,N
protonix IV,Peptic ulcer,0,Rx,B ,N
aluminum hydroxide,Peptic ulcer,0,Rx/OTC,N,N
cluidinium ,Peptic ulcer,0,Rx,C ,X
methscopolamine,Peptic ulcer,0,Rx,C ,X
propantheline,Peptic ulcer,0,Rx,C ,X
amphojel p,Peptic ulcer,0,Rx/OTC,N,N
anaspaz,Peptic ulcer,0,Rx,C ,X
belladonna,Peptic ulcer,0,Rx,C ,X
darisla ODT,Peptic ulcer,0,Rx,B ,X
ed-Spaz,Peptic ulcer,0,Rx,C ,X
Glyrx-PF,Peptic ulcer,0,Rx,B ,X
hyoscyamice,Peptic ulcer,0,Rx,C ,X
hyosyne,Peptic ulcer,0,Rx,C ,X
Levbid,Peptic ulcer,0,Rx,C ,X
levsin,Peptic ulcer,0,Rx,C ,X
levsin SL,Peptic ulcer,0,Rx,C ,X
nuLev,Peptic ulcer,0,Rx,C ,X
oscimin,Peptic ulcer,0,Rx,C ,X
pamin,Peptic ulcer,0,Rx,C ,X
pamine forte,Peptic ulcer,0,Rx,C ,X
symax duotab,Peptic ulcer,0,Rx,C ,X
symax SL,Peptic ulcer,0,Rx,C ,X
symax SR,Peptic ulcer,0,Rx,C ,X
glucagon,Hypoglycemia,1,Rx,B ,N
Glucagen,Hypoglycemia,0,Rx,B ,N
diazoxide,Hypoglycemia,0,Rx,C ,X
proglycem,Hypoglycemia,0,Rx,C ,X
baqsimi,Hypoglycemia,0,Rx,B ,N
gvoke,Hypoglycemia,0,Rx,B ,N
harvoni,Hepatitis C,1,Rx,B ,N
sovaldi,Hepatitis C,0,Rx,B ,N
ribavirin,Hepatitis C,0,Rx,X,N
sofosbuvir,Hepatitis C,0,Rx,B ,N
ledipasvir,Hepatitis C,0,Rx,B ,N
intron A,Hepatitis C,0,Rx,C ,N
pegasys,Hepatitis C,0,Rx,C ,N
viekira pak ,Hepatitis C,0,Rx,B ,N
pegIntron,Hepatitis C,0,Rx,C ,N
rebetol,Hepatitis C,0,Rx,X,N
peginterferon alfa-2a,Hepatitis C,0,Rx,C ,N
Ribatab,Hepatitis C,0,Rx,X,N
peginterferon alfa-2b,Hepatitis C,0,Rx,C ,N
ritonavir,Hepatitis C,0,Rx,B ,N
interferon alfa-2b,Hepatitis C,0,Rx,C ,N
polidocanol,Varicose veins,1,Rx,C ,N
sotradecol,Varicose veins,0,Rx,C ,N
varithena,Varicose veins,0,Rx,C ,N
asclera ,Varicose veins,0,Rx,C ,N
sodium tetradecyl sulfate,Varicose veins,0,Rx,C ,N
mupirocin,Impetigo,0,Rx,B ,N
altabax,Impetigo,0,Rx,B ,N
bactroban,Impetigo,0,Rx,B ,N
ceftin ,Impetigo,0,Rx,B ,N
cefadroxil,Impetigo,0,Rx,B ,N
duricef,Impetigo,0,Rx,B ,N
cefuroxime,Impetigo,0,Rx,B ,N
retapamulin,Impetigo,0,Rx,B ,N
zinacef,Impetigo,0,Rx,B ,N
centany,Impetigo,0,Rx,B ,N
centany AT,Impetigo,0,Rx,B ,N
centany AT Kit,Impetigo,0,Rx,B ,N
pirnuo ,Impetigo,0,Rx,B ,N
exelderm,Impetigo,0,Rx,C ,N
sulconazole,Impetigo,0,Rx,C ,N
meclizine,Vertigo,1,Rx/OTC,B ,X
antivert ,Vertigo,0,Rx/OTC,B ,X
bonine,Vertigo,0,Rx/OTC,B ,X
Dramamine II,Vertigo,0,Rx/OTC,B ,X
promethazine,Vertigo,0,Rx,C ,X
phenergan,Vertigo,0,Rx,C ,X
Dramamine less drowsy,Vertigo,0,Rx/OTC,B ,X
promethegan,Vertigo,0,Rx,C ,X
antinaus 50,Vertigo,0,Rx,C ,X
phenadoz,Vertigo,0,Rx,C ,X
travel-ease,Vertigo,0,Rx,B ,X
fluconazole,Fungal Infections,1,Rx,C ,N
baraclude,Hepatitis B,0,Rx,C ,N
entecavir,Hepatitis B,0,Rx,C ,N
tenofoir,Hepatitis B,0,Rx,B ,N
viread,Hepatitis B,0,Rx,B ,N
intron A,Hepatitis B,0,Rx,C ,N
lamivudine,Hepatitis B,0,Rx,C ,N
hepsera,Hepatitis B,0,Rx,C ,N
Epivir-HBV,Hepatitis B,0,Rx,C ,N
adefovir,Hepatitis B,0,Rx,C ,N
Epivir ,Hepatitis B,0,Rx,C ,N
pegasys,Hepatitis B,0,Rx,C ,N
interferon alfa-2b,Hepatitis B,0,Rx,C ,N
pegintron,Hepatitis B,0,Rx,C ,N
peginterferon alfa-2a,Hepatitis B,0,Rx,C ,N
peginterferon alfa-2b,Hepatitis B,0,Rx,C ,N
hydrocortisone,Hemorrhoids,1,Rx/OTC,C ,N
anucort-HC,Hemorrhoids,0,Rx,C ,N
proctozone HC,Hemorrhoids,0,Rx,C ,N
proctofoam HC,Hemorrhoids,0,Rx,C ,N
anusol-HC suppositories,Hemorrhoids,0,Rx,C ,N
anusol-HC ,Hemorrhoids,0,Rx,C ,N
analpram-HC,Hemorrhoids,0,Rx,C ,N
lidocaine,Hemorrhoids,0,Rx/OTC,B ,N
pramoxine,Hemorrhoids,0,Rx,C ,N
preparation H suppositories,Hemorrhoids,0,Rx/OTC,N,N
preparation H anti-itch cream hydrocortisone 1%,Hemorrhoids,0,OTC,C ,N
lidocaine,Hemorrhoids,0,Rx,C ,N
pramoxine,Hemorrhoids,0,Rx/OTC,N,N
procto-med Hc,Hemorrhoids,0,Rx,C ,N
dibucaine,Hemorrhoids,0,Rx/OTC,C ,N
phenylephrine,Hemorrhoids,0,Rx/OTC,N,N
Xylocaine jelly,Hemorrhoids,0,Rx/OTC,B ,N
proctocort,Hemorrhoids,0,Rx,C ,N
recticare,Hemorrhoids,0,OTC,B ,N
anecream ,Hemorrhoids,0,OTC,B ,N
Hemmorec-HC,Hemorrhoids,0,Rx,C ,N
LMX 5,Hemorrhoids,0,OTC,B ,N
cidaleaze,Hemorrhoids,0,Rx/OTC,B ,N
Hemorrhoidal Hygiene Pads,Hemorrhoids,0,OTC,N,N
xylocaine topical,Hemorrhoids,0,Rx/OTC,B ,N
eha lotion ,Hemorrhoids,0,Rx/OTC,B ,N
lidopac,Hemorrhoids,0,Rx/OTC,B ,N
lidoRX,Hemorrhoids,0,Rx,B ,N
lidozion,Hemorrhoids,0,Rx,B ,N
topicaine,Hemorrhoids,0,OTC,B ,N
zionodil,Hemorrhoids,0,Rx,B ,N
Anamantle HC,Hemorrhoids,0,Rx,C ,N
Hemorrhoidal,Hemorrhoids,0,Rx/OTC,N,N
preparation H Cooling gel,Hemorrhoids,0,Rx/OTC,N,N
Analpram E,Hemorrhoids,0,Rx,C ,N
Anu-Med,Hemorrhoids,0,Rx/OTC,N,N
benzocaine,Hemorrhoids,0,Rx/OTC,C ,N
glycerin/witch hazel,Hemorrhoids,0,OTC,N,N
Hemmorrhoidal Cooling gel,Hemorrhoids,0,Rx/OTC,N,N
Nupercainal,Hemorrhoids,0,Rx/OTC,C ,N
Prep-Hem,Hemorrhoids,0,Rx/OTC,N,N
procort,Hemorrhoids,0,Rx,C ,N
americaine,Hemorrhoids,0,Rx/OTC,C ,N
analpram advanced,Hemorrhoids,0,Rx,C ,N
Formulation R,Hemorrhoids,0,Rx/OTC,N,N
Medicone Hemorrhoidal,Hemorrhoids,0,Rx/OTC,N,N
phenylephrine/pramoxine,Hemorrhoids,0,OTC,N,N
pramoxine/zinc oxide,Hemorrhoids,0,OTC,N,N
Ana-Lex,Hemorrhoids,0,Rx,C ,N
diomiplex,Hemorrhoids,0,Rx,C ,N
medicone  ,Hemorrhoids,0,Rx/OTC,C ,N
Sani-Pads with aloe,Hemorrhoids,0,OTC,N,N
aspirin,Myocardial infarction,1,Rx/OTC,N,X
plavix,Myocardial infarction,0,Rx,B ,N
clopidogrel,Myocardial infarction,0,Rx,B ,N
metoprolol,Myocardial infarction,0,Rx,C,X
nitroglycerin,Myocardial infarction,0,Rx,C ,X
lisinopril,Myocardial infarction,0,Rx,D,X
Bayer Aspirin,Myocardial infarction,0,Rx/OTC,N,X
Lopressor,Myocardial infarction,0,Rx,C ,X
Activase ,Myocardial infarction,0,Rx,C ,N
Altace,Myocardial infarction,0,Rx,D,X
coumadin,Myocardial infarction,0,Rx,D,X
ramipril ,Myocardial infarction,0,Rx,D,X
Nitrostat,Myocardial infarction,0,Rx,C ,X
atenolol,Myocardial infarction,0,Rx,D,X
warfarin,Myocardial infarction,0,Rx,D,X
Ecotrin,Myocardial infarction,0,Rx/OTC,N,X
zestril ,Myocardial infarction,0,Rx,D,X
easprin,Myocardial infarction,0,Rx,N,X
prinivil,Myocardial infarction,0,Rx,D,X
enoxaparin,Myocardial infarction,0,Rx,B ,N
arthritis pain,Myocardial infarction,0,Rx/OTC,N,X
brilinta ,Myocardial infarction,0,Rx,C ,N
lovenox,Myocardial infarction,0,Rx,B ,N
tenormin,Myocardial infarction,0,Rx,D,X
Aspir-low,Myocardial infarction,0,Rx/OTC,N,X
Bayer aspirin regimen,Myocardial infarction,0,Rx/OTC,N,X
propranolol,Myocardial infarction,0,Rx,C ,X
ascriptin,Myocardial infarction,0,Rx/OTC,N,X
aspergum,Myocardial infarction,0,Rx/OTC,N,X
aspiritab,Myocardial infarction,0,Rx/OTC,N,X
aspirtab,Myocardial infarction,0,Rx/OTC,N,X
ecpirin,Myocardial infarction,0,Rx/OTC,N,X
entercote,Myocardial infarction,0,Rx/OTC,N,X
genacote,Myocardial infarction,0,Rx/OTC,N,X
halfprin,Myocardial infarction,0,Rx/OTC,N,X
norwich aspirin,Myocardial infarction,0,Rx/OTC,N,X
Qbrelis,Myocardial infarction,0,Rx,D,X
vazalore,Myocardial infarction,0,Rx/OTC,N,X
alteplase,Myocardial infarction,0,Rx,C ,N
ticagrelor,Myocardial infarction,0,Rx,C ,N
fragmin,Myocardial infarction,0,Rx,B ,N
heparin,Myocardial infarction,0,Rx,C ,N
Jantoven,Myocardial infarction,0,Rx,D,X
nitro-bid,Myocardial infarction,0,Rx,C ,X
niro-dur,Myocardial infarction,0,Rx,C ,X
valsartan,Myocardial infarction,0,Rx,D,X
integrilin,Myocardial infarction,0,Rx,B ,N
minitran,Myocardial infarction,0,Rx,C ,X
Nitrolingual Pumpspray,Myocardial infarction,0,Rx,C ,X
perindopril,Myocardial infarction,0,Rx,D,X
prasugrel,Myocardial infarction,0,Rx,B ,N
dalteparin,Myocardial infarction,0,Rx,B ,N
diovan,Myocardial infarction,0,Rx,D,X
effient,Myocardial infarction,0,Rx,B ,N
eptifibatide,Myocardial infarction,0,Rx,B ,N
fondaparinux,Myocardial infarction,0,Rx,B ,N
magnesium chloride,Myocardial infarction,0,Rx/OTC,C ,N
nitro-time,Myocardial infarction,0,Rx,C ,X
NitroMist,Myocardial infarction,0,Rx,C ,X
nitro TD Patch-A,Myocardial infarction,0,Rx,C ,X
retavase,Myocardial infarction,0,Rx,C ,N
reteplase,Myocardial infarction,0,Rx,C ,N
timolol,Myocardial infarction,0,Rx,C ,X
trandolapril,Myocardial infarction,0,Rx,D,X
urokinase,Myocardial infarction,0,Rx,B ,N
chloromag,Myocardial infarction,0,Rx/OTC,C ,N
moexipril,Myocardial infarction,0,Rx,D,X
Retavase Half-Kit,Myocardial infarction,0,Rx,C ,N
tenecteplase,Myocardial infarction,0,Rx,C ,N
TNKase,Myocardial infarction,0,Rx,C ,N
benadryl,Common Cold,1,Rx/OTC,B ,X
diphenhydramine,Common Cold,0,Rx/OTC,B ,X
Vicks NyQuil Cold and Flu Nighttime relief,Common Cold,0,OTC,N,X
Vicks NyQuil D Cold and Flu Nighttime relief,Common Cold,0,OTC,N,X
Chlorpheniramine,Common Cold,0,Rx/OTC,B ,X
coricidin HBP,Common Cold,0,OTC,N,X
vicks dayquil severe cold and flu,Common Cold,0,Rx/OTC,N,X
benadryl Allergy,Common Cold,0,Rx/OTC,B ,X
vicks dayquil cold and flu relief,Common Cold,0,OTC,N,N
Promethazine,Common Cold,0,Rx,C ,X
tylenol cold & flu severe,Common Cold,0,Rx/OTC,N,X
vicks vaporub,Common Cold,0,OTC,N,N
coricidin HBP Max Strength,Common Cold,0,OTC,N,X
theraflu nighttime severe cold & cough,Common Cold,0,Rx/OTC,C ,X
acetaminophen,Common Cold,0,Rx/OTC,N,X
Banophen,Common Cold,0,Rx/OTC,B ,X
Psuedoephedrine,Common Cold,0,Rx/OTC,C ,X
sudafed PE Cold & Cough,Common Cold,0,Rx/OTC,N,X
Tussuinex Pennkinectic ,Common Cold,0,Rx,C ,X
Benadryl Allergy Plus Cold,Common Cold,0,Rx/OTC,C ,X
tylenol cold & flu severe,Common Cold,0,OTC,N,X
Complete allergy relief,Common Cold,0,Rx/OTC,B ,X
Diphedryl,Common Cold,0,Rx/OTC,B ,X
Diphen ,Common Cold,0,Rx/OTC,B ,X
allermax,Common Cold,0,Rx/OTC,B ,X
chlor-trimeton,Common Cold,0,Rx/OTC,B ,X
Dicopanol,Common Cold,0,Rx/OTC,B ,X
Dytuss,Common Cold,0,Rx/OTC,B ,X
scot-tussin allergy,Common Cold,0,Rx/OTC,B ,X
siladryl allergy,Common Cold,0,Rx/OTC,B ,X
sudafed PE Sinus & Allergy,Common Cold,0,Rx/OTC,N,X
twilite,Common Cold,0,Rx/OTC,B ,X
valu-dryl,Common Cold,0,Rx/OTC,B ,X
vanamine PD,Common Cold,0,Rx/OTC,B ,X
Bronkaid,Common Cold,0,Rx/OTC,N,N
Mucinex Fast-Max Night Time Cold & Flue,Common Cold,0,Rx/OTC,C ,X
Mucinex Fast-Max Severe COld,Common Cold,0,Rx/OTC,N,X
Primatene,Common Cold,0,Rx/OTC,N,N
tylenol cold multi-symptom severe,Common Cold,0,Rx/OTC,N,X
Virtussin DACC,Common Cold,0,Rx/OTC,C ,X
dextromethorphan,Common Cold,0,Rx/OTC,N,X
guaifenesin,Common Cold,0,Rx/OTC,N,X
allergy relief,Common Cold,0,Rx/OTC,B ,X
Benadryl allergy plus sinus headache,Common Cold,0,Rx/OTC,C ,X
brompheniramine,Common Cold,0,Rx/OTC,C ,X
Mucinex Fast-Max Severe Congestion & Cold,Common Cold,0,Rx/OTC,N,X
Sudafed PE Pressure+Pain+Cold,Common Cold,0,Rx/OTC,N,X
Sudafed PE Severe Cold,Common Cold,0,Rx/OTC,C ,X
Tylenol Cold Max Day,Common Cold,0,OTC,N,X
Vicks NyQuil Cold & Flu Nighttime Relief (Alcohol Free),Common Cold,0,OTC,N,X
Wal-finate,Common Cold,0,Rx/OTC,B ,X
pseudoephedrine,Common Cold,0,OTC,N,X
phenuephrine,Common Cold,0,OTC,N,X
Alka-Seltzer Plus Cold,Common Cold,0,OTC,N,X
Aller-Chlor,Common Cold,0,Rx/OTC,B ,X
Aprodine,Common Cold,0,Rx/OTC,C ,X
C.P.M,Common Cold,0,Rx/OTC,B ,X
Camphor,Common Cold,0,Rx/OTC,N,N
cheratussin Dacc,Common Cold,0,Rx/OTC,C ,X
chlo-amine,Common Cold,0,Rx/OTC,B ,X
chlor-mal,Common Cold,0,Rx/OTC,B ,X
Hydrocodone,Common Cold,0,Rx,C,X
chlorpheniramine ,Common Cold,0,Rx/OTC,N,X
ChlorTan,Common Cold,0,Rx,B ,X
diphenhydramine,Common Cold,0,Rx/OTC,C ,X
Drixoral Cold and Allergy,Common Cold,0,Rx/OTC,C ,X
Ed-Chlortan ,Common Cold,0,Rx/OTC,B ,X
Ed A-Hist,Common Cold,0,Rx/OTC,N,X
Ed ChlorPed,Common Cold,0,Rx/OTC,B ,X
Ed ChlorPed Jr.,Common Cold,0,Rx/OTC,B ,X
Theraflu Daytime Severe Cold & Cough,Common Cold,0,OTC,N,X
Tylenol Cold Multi-Symptom Nighttime,Common Cold,0,OTC,N,X
A-Phedrin,Common Cold,0,Rx/OTC,C ,X
Acetaminophen/chlorpheniramine,Common Cold,0,OTC,N,X
Acetaminophen/dextromethorphan,Common Cold,0,OTC,N,X
Acetaminophen/doxylamine,Common Cold,0,OTC,N,X
Acetaminophen/guaifenesin,Common Cold,0,Rx/OTC,N,X
Acetaminophen/pseudoephedrine,Common Cold,0,OTC,N,X
pheniramine,Common Cold,0,OTC,N,X
Actified Cold and Allergy,Common Cold,0,Rx/OTC,N,X
Advil Allergy Sinus,Common Cold,0,OTC,D,X
Advil Congestion relief,Common Cold,0,OTC,D,X
Ala-Hist PE,Common Cold,0,OTC,C ,X
Allergy Multi-Symptom,Common Cold,0,Rx/OTC,N,X
Aspirin/phenulephrine,Common Cold,0,OTC,N,X
Children's Triacting Night Time,Common Cold,0,Rx/OTC,C ,X
Chlo Hist,Common Cold,0,OTC,C ,X
ibuprofen,Common Cold,0,OTC,D,X
codeine,Common Cold,0,Rx/OTC,C ,X
Cold Multi-Symptom,Common Cold,0,OTC,N,X
Comtrex Cold and Cough Max Strength,Common Cold,0,OTC,N,X
Comtrex Cold and Cough Max Strength Tablet,Common Cold,0,OTC,N,X
Contac Cold+Flu (Night Formula),Common Cold,0,Rx/OTC,N,X
Coricidin HBP Nighttime Multi-Symptom Cold,Common Cold,0,OTC,N,X
delsym cough + cold day time,Common Cold,0,Rx/OTC,N,X
Deltuss DMX,Common Cold,0,Rx/OTC,C ,X
dexbrompheniramine,Common Cold,0,Rx/OTC,C ,X
dextromethorphan,Common Cold,0,Rx,C ,X
diabetic tussin night time ,Common Cold,0,OTC,C ,X
ephedrine,Common Cold,0,Rx/OTC,N,N
Mucinex Nightshift Cold & Flue,Common Cold,0,OTC,N,X
Norel AD,Common Cold,0,Rx/OTC,N,X
Poly Hist Forte,Common Cold,0,OTC,N,X
Robistussin Peak Cold Nighttime Nasal Relief,Common Cold,0,Rx/OTC,N,X
Theraflu Flu & Sore Throat,Common Cold,0,OTC,N,X
Theraflu Nighttime Severe Cold & Cough Caplets,Common Cold,0,OTC,N,X
Theraflu Sinus & Cold,Common Cold,0,OTC,N,X
Theraflu Warming Relief Daytime Severe Cold & Cough,Common Cold,0,OTC,N,X
Triaminic Multi-Symptom Fever,Common Cold,0,OTC,N,X
TussuCaps,Common Cold,0,Rx,C ,X
Tylenol Cold & Cough Nighttime,Common Cold,0,OTC,N,X
Tylenol Cold Multi-Symptom Nighttime Liquid,Common Cold,0,OTC,N,X
Vicks VapoSteam,Common Cold,0,Rx/OTC,C ,N
Abatuss DMX,Common Cold,0,Rx/OTC,C ,X
Acetaminophen/caffeine,Common Cold,0,OTC,N,X
Acetaminophen/dextromethorphan,Common Cold,0,OTC,N,X
acetaminophen/dexbrompheniramine,Common Cold,0,OTC,N,X
Acetaminophen/dextromethorphan/triprolidine,Common Cold,0,OTC,N,X
Acetaminophen/dextromethorphan,Common Cold,0,OTC,N,X
Advil Childre's Allergy Sinus,Common Cold,0,OTC,D,X
Advil Sinus Congestion & Pain,Common Cold,0,OTC,D,X
Alahist D,Common Cold,0,OTC,D,X
Alka-Seltzer Plus-D Multi-Symptom Sinus & Cold Liquid Gels,Common Cold,0,OTC,N,X
Allan Tannate Pediatric,Common Cold,0,OTC,N,X
Allerest PE,Common Cold,0,Rx/OTC,C,X
Allerfrim,Common Cold,0,Rx/OTC,C,X
Ambifed CD,Common Cold,0,Rx/OTC,C,X
Aphedrid,Common Cold,0,Rx/OTC,C,X
Avedana Medicated Chest Rub,Common Cold,0,OTC,N,N
Benadryl Allergy Plus Congestion,Common Cold,0,Rx/OTC,C,X
Biotussin DAC,Common Cold,0,Rx/OTC,C,X
BP Allergy JR,Common Cold,0,Rx/OTC,N,X
Bromatan Plus,Common Cold,0,Rx/OTC,C,X
Bromax,Common Cold,0,Rx/OTC,C,X
brompheniramine/codeine/phenylephrine,Common Cold,0,Rx,C,X
C-tanna 12,Common Cold,0,Rx,C,X
camphor/menthol,Common Cold,0,OTC,N,N
camphor,Common Cold,0,Rx/OTC,C,N
capron DM,Common Cold,0,OTC,N,X
capron DMT,Common Cold,0,OTC,N,X
carbetapentane,Common Cold,0,Rx,C,X
Children's Triacting,Common Cold,0,OTC,N,X
Childrens Tylenol Cold Plus Cough,Common Cold,0,OTC,N,X
chlophedianol,Common Cold,0,OTC,C,X
chlophedianol/pseudoephedrine,Common Cold,0,Rx/OTC,C,X
chlophedianol/pyrilamine,Common Cold,0,OTC,C,X
chlorex-A 12,Common Cold,0,OTC,C,X
chlorex A,Common Cold,0,Rx,C,X
chlorTan D,Common Cold,0,Rx/OTC,N,X
Clear Cough PM Multi-Symptom,Common Cold,0,OTC,N,X
Codar AR,Common Cold,0,Rx/OTC,C,X
Codeine/triprolidine,Common Cold,0,Rx,C,X
Codimal DM,Common Cold,0,Rx/OTC,C,X
Coditussin DAC,Common Cold,0,Rx/OTC,C,X
Cometrex Cold & Cough,Common Cold,0,OTC,N,X
Comtrex Nighttime Cold & Cough,Common Cold,0,OTC,N,X
Comtrex Severe Cold & Sinus,Common Cold,0,Rx/OTC,N,X
Conal,Common Cold,0,Rx,C,X
Conex,Common Cold,0,Rx/OTC,C,X
Contac Cold + Flu (Night) Cooling Relief Liquid,Common Cold,0,OTC,N,X
Dallergy,Common Cold,0,OTC,N,X
Dallergy Drops,Common Cold,0,Rx/OTC,N,N
Decorel Forte Plus,Common Cold,0,Rx/OTC,N,N
Delsym Cough & Sore Throat,Common Cold,0,OTC,N,N
Delsym Cough + Cold Night time,Common Cold,0,Rx/OTC,C,N
Delsym Night time Multi-Symptom,Common Cold,0,OTC,N,N
dexbrompheniramine/phenylephrine,Common Cold,0,OTC,C,N
dexchlorpheniramine,Common Cold,0,Rx/OTC,C,N
dextromethorphan/phenylephrine,Common Cold,0,Rx/OTC,C,N
dextromethorphan/pyrilamine,Common Cold,0,Rx/OTC,C,N
dextromethorphan/triprolidine,Common Cold,0,OTC,N,N
dextromethorphan/pyrilamine,Common Cold,0,OTC,N,N
Dixaphedrine,Common Cold,0,Rx/OTC,C,N
Dologen,Common Cold,0,OTC,N,N
doxylamine/phenyephrine,Common Cold,0,OTC,N,N
dristan cold multi symptom formula,Common Cold,0,Rx/OTC,N,N
duraflu,Common Cold,0,Rx/OTC,N,N
dytan-D,Common Cold,0,Rx/OTC,C,N
dytan-DM,Common Cold,0,Rx/OTC,C,N
ed ChlorPed D,Common Cold,0,Rx/OTC,N,N
excedrin quick tab,Common Cold,0,OTC,N,N
excedrin tension headache,Common Cold,0,OTC,N,N
fast freeze,Common Cold,0,OTC,N,N
flu & Severe Cold & Cough Daytime powder,Common Cold,0,OTC,N,N
Flutabs,Common Cold,0,Rx/OTC,N,N
Freeze it,Common Cold,0,OTC,N,N
GNP Cold Relief Plus,Common Cold,0,Rx/OTC,N,N
Guaifen DAC,Common Cold,0,Rx/OTC,C,N
Histafed,Common Cold,0,Rx/OTC,C,N
Histex-AC,Common Cold,0,Rx,N,N
Histex-DM,Common Cold,0,OTC,N,N
Histex-PE,Common Cold,0,OTC,N,N
ibuprofen/phenylephrine,Common Cold,0,OTC,D,N
Lortuss EX,Common Cold,0,Rx/OTC,C,N
M-End PE,Common Cold,0,Rx,C,N
Medicidin-D,Common Cold,0,Rx/OTC,N,N
Mucinex Children,Common Cold,0,Rx/OTC,N,N
Nalex-A,Common Cold,0,Rx/OTC,C,N
Nalex A 12,Common Cold,0,Rx,C,N
Ninjacof,Common Cold,0,OTC,C,N
NoHist LQ,Common Cold,0,Rx/OTC,N,N
Novahistine,Common Cold,0,Rx/OTC,N,N
Onset Forte,Common Cold,0,Rx/OTC,N,N
Panatuss PED,Common Cold,0,OTC,C,N
Phena-Plus,Common Cold,0,Rx,C,N
Phenagil,Common Cold,0,Rx/OTC,N,X
phenylephrine/promethazine,Common Cold,0,Rx,C,X
phenylephrine/triprolidine,Common Cold,0,Rx/OTC,N,X
